year,state,district,writein,special,runoff,winner,party,winVotes,totalVotes,runnerUp,ruParty,ruVotes,rawMargin,decMargin
2006,Illinois,18,False,False,False,Ray LaHood,republican,150194,223246.0,Steve Waterworth,democrat,73052,77142,0.34554706467305124
2008,Illinois,18,False,False,,Aaron Schock,republican,182589,310088.0,Colleen Callahan,democrat,117642,64947,0.20944699569154557
2008,Illinois,18,False,False,,Aaron Schock,republican,182589,310088.0,Colleen Callahan,democrat,117642,64947,0.20944699569154557
2010,Illinois,18,False,False,,Aaron Schock,republican,152868,221170.0,"Deirdre """"D. K."""" Hirner",democrat,57046,95822,0.43325044083736497
2010,Illinois,18,False,False,,Aaron Schock,republican,152868,221170.0,"Deirdre """"D. K."""" Hirner",democrat,57046,95822,0.43325044083736497
2012,Illinois,18,False,False,,Aaron Schock,republican,244467,329631.0,Steve Waterworth,democrat,85164,159303,0.48327675491686156
2012,Illinois,18,False,False,,Aaron Schock,republican,244467,329631.0,Steve Waterworth,democrat,85164,159303,0.48327675491686156
2014,Illinois,18,False,False,,Aaron Schock,republican,184363,246740.0,Darrel Miller,democrat,62377,121986,0.494390856772311
2014,Illinois,18,False,False,,Aaron Schock,republican,184363,246740.0,Darrel Miller,democrat,62377,121986,0.494390856772311
2016,Illinois,18,False,False,,Darin LaHood,republican,250506,347283.0,Junius Rodriguez,democrat,96770,153736,0.4426821929089532
2016,Illinois,18,False,False,,Darin LaHood,republican,250506,347283.0,Junius Rodriguez,democrat,96770,153736,0.4426821929089532
2018,Illinois,18,False,False,,Darin Lahood,republican,195927,291413.0,Junius Rodriguez,democrat,95486,100441,0.3446689063288186
2018,Illinois,18,False,False,,Darin Lahood,republican,195927,291413.0,Junius Rodriguez,democrat,95486,100441,0.3446689063288186
2000,Illinois,19,False,False,False,David D. Phelps,democrat,155101,240238.0,"James """"Jim"""" Eatherly",republican,85137,69964,0.29122786569984765
2000,Illinois,19,False,False,False,David D. Phelps,democrat,155101,240238.0,"James """"Jim"""" Eatherly",republican,85137,69964,0.29122786569984765
2002,Illinois,19,False,False,False,John Shimkus,republican,133956,244473.0,David D. Phelps,democrat,110517,23439,0.09587561816642332
2002,Illinois,19,False,False,False,John Shimkus,republican,133956,244473.0,David D. Phelps,democrat,110517,23439,0.09587561816642332
2004,Illinois,19,False,False,False,John Shimkus,republican,213451,307754.0,Tim Bagwell,democrat,94303,119148,0.38715337574816244
2004,Illinois,19,False,False,False,John Shimkus,republican,213451,307754.0,Tim Bagwell,democrat,94303,119148,0.38715337574816244
2006,Illinois,19,False,False,False,John Shimkus,republican,143491,236352.0,Danny L. Stover,democrat,92861,50630,0.2142143920931492
2006,Illinois,19,False,False,False,John Shimkus,republican,143491,236352.0,Danny L. Stover,democrat,92861,50630,0.2142143920931492
2008,Illinois,19,False,False,,John Shimkus,republican,203434,315589.0,Daniel Davis,democrat,105338,98096,0.3108346615376328
2008,Illinois,19,False,False,,John Shimkus,republican,203434,315589.0,Daniel Davis,democrat,105338,98096,0.3108346615376328
